id	title	start_date	end_date	progress	dependencies	url
"operations Issue #57"	"1a5 - map key components of queries to ontologies (follow up)"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/57
"operations Issue #56"	"1c2 Evaluate data population of nodes data models (which portions are populated, are they consistently populated, etc.)"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/56
"operations Issue #54"	"Plan a face to face meeting with the nodes"	""	""	100	""	https://github.com/cancerDHC/operations/issues/54
"operations Issue #53"	"Make cmap for each target model"	""	""	100	"operations Issue #9"	https://github.com/cancerDHC/operations/issues/53
"operations Issue #52"	"Development of User Stories / Storyboards for CCDH Use Cases"	""	""	100	""	https://github.com/cancerDHC/operations/issues/52
"operations Issue #51"	"Name project drivers / milestones which create timeframe for completion of Operations issue #48"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/51
"operations Issue #50"	"Get technical contacts for each of the nodes"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/50
"operations Issue #48"	"Ensure coverage of mappings from SNOMED terms in DICOM to NCIt"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/operations/issues/48
"operations Issue #46"	"2b1f	Develop a terminology/ontology management and delivery platform"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/46
"operations Issue #45"	"document representative example data (where available)"	"2020-01-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/45
"operations Issue #44"	"document discrepancies, inconsistencies, or gaps within each node"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/operations/issues/44
"operations Issue #43"	"document in-common data model components and their relationships for Wave 1 models"	""	""	100	"operations Issue #41, operations Issue #42"	https://github.com/cancerDHC/operations/issues/43
"operations Issue #42"	"document data element definitions and ontologies used for Wave 1"	""	""	100	"operations Issue #41"	https://github.com/cancerDHC/operations/issues/42
"operations Issue #41"	"Make cmap for each Wave 1 data model"	""	""	100	""	https://github.com/cancerDHC/operations/issues/41
"operations Issue #40"	"Share competency query dataset in Zenodo"	""	""	100	""	https://github.com/cancerDHC/operations/issues/40
"operations Issue #38"	"SWOT for each node"	""	""	100	"operations Issue #32"	https://github.com/cancerDHC/operations/issues/38
"operations Issue #37"	"create GH issue(s) to discuss change management"	"2020-01-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/37
"operations Issue #36"	"Community engagement plan for iterative feedback and implementation of model/terminology/services"	""	""	100	""	https://github.com/cancerDHC/operations/issues/36
"operations Issue #35"	"put up structure for storyboards"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/operations/issues/35
"operations Issue #34"	"create a google doc with the 5 research questions that were mentioned in CDA RFP"	""	""	100	""	https://github.com/cancerDHC/operations/issues/34
"operations Issue #33"	"need to think about invite list for mid-Feb community meeting"	""	""	100	"operations Issue #36"	https://github.com/cancerDHC/operations/issues/33
"operations Issue #32"	"Synthesis of Specification gathering"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/operations/issues/32
"operations Issue #31"	"1b: Plan for supporting core semantic standards and providing concierge service"	"2019-10-01"	"2020-03-31"	100	"operations Issue #10"	https://github.com/cancerDHC/operations/issues/31
"operations Issue #30"	"2b1: Metadata Mapping and Transformation tools"	"2021-04-01"	"2021-05-31"	100	"operations Issue #25, operations Issue #27, operations Issue #29"	https://github.com/cancerDHC/operations/issues/30
"operations Issue #29"	"2b1e: Develop a set of terminology services"	"2021-04-01"	"2021-05-31"	100	"operations Issue #28"	https://github.com/cancerDHC/operations/issues/29
"operations Issue #28"	"2b1d: Develop an initial comprehensive terminology resource"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/28
"operations Issue #27"	"2b1b: Write release notes for web portal v1"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/operations/issues/27
"operations Issue #26"	"2b1g: Work with nodes to map and transform data"	"2021-04-01"	"2021-05-31"	100	"operations Issue #46"	https://github.com/cancerDHC/operations/issues/26
"operations Issue #25"	"2b1a: Create web portal v1"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/operations/issues/25
"operations Issue #24"	"2a2: Develop user support documentation and materials (Concierge Services)"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/24
"operations Issue #23"	"2a1: Create and maintain a Help desk"	"2021-04-01"	"2021-05-31"	100	"operations Issue #31"	https://github.com/cancerDHC/operations/issues/23
"operations Issue #22"	"1b5: Develop plan for how provenance features will be accessed and used in the web portal"	"2019-10-01"	"2020-03-31"	0	"operations Issue #21"	https://github.com/cancerDHC/operations/issues/22
"operations Issue #21"	"1b3: Define requirements for maintaining provenance during metadata manipulations"	"2019-10-01"	"2020-03-31"	0	""	https://github.com/cancerDHC/operations/issues/21
"operations Issue #20"	"1b2: Define specific data annotation tasks needed by the community"	"2019-10-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/20
"operations Issue #19"	"1a7: Report of common and unique needs of each node"	"2020-01-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/19
"operations Issue #18"	"Del.E2b: Initial CRDC-H mapping"	"2020-01-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/18
"operations Issue #17"	"1a6: Ontology and model identification and selection for particular data / entity types"	"2019-10-01"	"2020-03-31"	0	""	https://github.com/cancerDHC/operations/issues/17
"operations Issue #16"	"1d3: Get feedback on mockups from users"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/operations/issues/16
"operations Issue #15"	"1b1: Define specific metadata validation and transformation tasks needed by the community"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/15
"operations Issue #14"	"1a5: Map key components of queries to ontologies"	"2019-10-01"	"2020-03-31"	100	"operations Issue #13"	https://github.com/cancerDHC/operations/issues/14
"operations Issue #13"	"1a4: Develop competency questions"	"2019-10-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/13
"operations Issue #12"	"1d2: Create web portal mockups"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/operations/issues/12
"operations Issue #11"	"1a3: Conduct interviews"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/operations/issues/11
"operations Issue #10"	"1d1: Create timeline for web portal development"	"2019-10-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/10
"operations Issue #9"	"1c1: Evaluate overlaps in the Wave 1 models, submodel consistency, and domain specific components"	"2020-01-01"	"2020-03-31"	100	"operations Issue #41, operations Issue #42, operations Issue #43, operations Issue #45, operations Issue #44"	https://github.com/cancerDHC/operations/issues/9
"operations Issue #8"	"1b4: Investigate tool and data workflow landscape"	"2019-10-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/8
"operations Issue #7"	"1a2: Understand use cases"	"2019-10-01"	"2020-03-31"	100	"operations Issue #6"	https://github.com/cancerDHC/operations/issues/7
"operations Issue #6"	"1a1: Review existing node materials"	"2019-10-01"	"2020-03-31"	100	""	https://github.com/cancerDHC/operations/issues/6
"operations Issue #5"	"Requirements gathering from nodes"	""	""	100	""	https://github.com/cancerDHC/operations/issues/5
"operations Issue #4"	"schedule regular meetings"	""	""	100	""	https://github.com/cancerDHC/operations/issues/4
"operations Issue #3"	"collate and organize node painpoints"	""	""	100	""	https://github.com/cancerDHC/operations/issues/3
"operations Issue #2"	"uberon human view"	""	""	100	""	https://github.com/cancerDHC/operations/issues/2
"operations Issue #1"	"Project Launch"	""	""	100	""	https://github.com/cancerDHC/operations/issues/1
"ccdhmodel Issue #114"	"Change model documentation to use codeable concepts instead of enums"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/114
"ccdhmodel Issue #113"	"Remove `examples-for-discussion` folder and create a separate repo for it."	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/113
"ccdhmodel Issue #107"	"Does the model's Google sheet really require authentication?"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/107
"ccdhmodel Issue #106"	"Replace top-level logger with per-class loggers"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/106
"ccdhmodel Issue #105"	"Proposals for reorganizing `ccdhmodel` repository"	"2021-10-01"	"2021-12-31"	0	"ccdhmodel Issue #113, ccdhmodel Issue #95, ccdhmodel Issue #100"	https://github.com/cancerDHC/ccdhmodel/issues/105
"ccdhmodel Issue #103"	"Clarify documentation relating to use of multiple virtual environments and tox"	"2021-07-01"	"2021-09-30"	0	"ccdhmodel Issue #99, ccdhmodel Issue #12, ccdhmodel Issue #100"	https://github.com/cancerDHC/ccdhmodel/issues/103
"ccdhmodel Issue #102"	"Add tests for ensuring that the generated JSON Schema is valid"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/102
"ccdhmodel Issue #101"	"Add tests for ensuring that the generated LinkML schema in YAML is valid"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/101
"ccdhmodel Issue #100"	"Separate sheet2linkml into its own repository"	"2021-10-01"	"2021-12-31"	0	"ccdhmodel Issue #12, ccdhmodel Issue #8, ccdhmodel Issue #95"	https://github.com/cancerDHC/ccdhmodel/issues/100
"ccdhmodel Issue #99"	"Add GitHub Actions for testing "	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/99
"ccdhmodel Issue #98"	"Update README regarding generation of model from Google Sheet"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/98
"ccdhmodel Issue #95"	"Organization of  `generators/google-sheets` in the repo"	"2021-10-01"	"2021-12-31"	100	"ccdhmodel Issue #68, ccdhmodel Issue #12"	https://github.com/cancerDHC/ccdhmodel/issues/95
"ccdhmodel Issue #94"	"Record version number of external codesets"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/94
"ccdhmodel Issue #93"	"Ubuntu versioning syntax over semantic versioning"	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/93
"ccdhmodel Issue #92"	"Update AUTHORS"	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/92
"ccdhmodel Issue #91"	"Python version"	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/91
"ccdhmodel Issue #90"	"refactor MAINTAINERS.md"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/90
"ccdhmodel Issue #88"	"JSON Scheme for tag 10.3.2 has "required" entries that are a single empty string in the enum instead of actual field names"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/88
"ccdhmodel Issue #87"	"Clean up tags generated during PR #75"	"2021-07-01"	"2021-09-30"	100	"ccdhmodel Issue #75, ccdhmodel Issue #75, ccdhmodel Issue #75"	https://github.com/cancerDHC/ccdhmodel/issues/87
"ccdhmodel Issue #86"	"Can we switch to "$defs" instead of "definitions", and all the $ref be updated accordingly, for the generated JSON Schema?"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/86
"ccdhmodel Issue #85"	"JSON Schema enums should have at least 1 item"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/85
"ccdhmodel Issue #84"	"reintegrate regenerate-from-googlesheets with template-based PyPI publishing"	"2021-10-01"	"2021-12-31"	100	"ccdhmodel Issue #75, ccdhmodel Issue #75"	https://github.com/cancerDHC/ccdhmodel/issues/84
"ccdhmodel Issue #82"	"make pypi only seems to use 0.0.0 tag"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/82
"ccdhmodel Issue #77"	"make regen-google-sheets in rename-to-crdch: dct[prop] "'function' object is not subscriptable""	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/77
"ccdhmodel Issue #76"	"Quantity.valueDecimal is "string" in the JSON Schema instead of "number""	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/76
"ccdhmodel Issue #74"	"Incorporate DST Recommended Metadata Elements into CRDCH"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/74
"ccdhmodel Issue #73"	"Align and integrate models and make a new release with extra metadata elements from DST report. "	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/73
"ccdhmodel Issue #72"	"typo in model"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/72
"ccdhmodel Issue #71"	"Incorporate CRDC Data Standards Team (DST) minimum metadata elements into CRDCH"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/71
"ccdhmodel Issue #70"	"Make configuration clearer in the generators/google-sheets/README.md file"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/70
"ccdhmodel Issue #69"	"Get the ccdhmodel python code into PyPI as a package"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/69
"ccdhmodel Issue #67"	"Provide example instance data in the CRDCH model documentation"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/67
"ccdhmodel Issue #64"	"problem with generated OWL file"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/64
"ccdhmodel Issue #63"	"Add a LICENSE file to this repository"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/63
"ccdhmodel Issue #62"	"Rename Diagnosis.dimensional_measure"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/62
"ccdhmodel Issue #61"	"Finalize IRI identifiers for CRDC-H model as well as nodes"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/61
"ccdhmodel Issue #60"	"Finalize short name for the CRDC-H model"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/60
"ccdhmodel Issue #59"	"Add example data to the CCDH Model repository"	"2021-07-01"	"2021-09-30"	0	"ccdhmodel Issue #7"	https://github.com/cancerDHC/ccdhmodel/issues/59
"ccdhmodel Issue #58"	"Update google-sheets to support Google API authentication via environmental variable"	"2021-10-01"	"2021-12-31"	0	"ccdhmodel Issue #16"	https://github.com/cancerDHC/ccdhmodel/issues/58
"ccdhmodel Issue #55"	"Submit CCDH model to LinkML registry"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/55
"ccdhmodel Issue #54"	"Update Makefile `gh-deploy` to depend on gen-docs or something like that"	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/54
"ccdhmodel Issue #52"	"Add CI code style standardization with Black via GitHub Actions"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/52
"ccdhmodel Issue #47"	"Figure out the best way to display "Referenced by class" listings"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/47
"ccdhmodel Issue #46"	"Develop a workflow for connecting the terminology and model generation systems"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/46
"ccdhmodel Issue #45"	"Split improvement-branch into PRs for review"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/45
"ccdhmodel Issue #42"	"We need to enable search within the CRDC-H documentation site"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/42
"ccdhmodel Issue #41"	"Misc documentation site questions and requests"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/41
"ccdhmodel Issue #40"	"Allow users to access the Python Data Classes directly"	"2021-07-01"	"2021-09-30"	0	"ccdhmodel Issue #7"	https://github.com/cancerDHC/ccdhmodel/issues/40
"ccdhmodel Issue #39"	"Add comments to entity pages"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/39
"ccdhmodel Issue #38"	"Remove empty values from lists"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/38
"ccdhmodel Issue #32"	"Rendering issues in the CCDH model documentation"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/32
"ccdhmodel Issue #28"	"Add content to 'home' page at /ccdhmodel/v0.2/home/"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/28
"ccdhmodel Issue #26"	"Add a check to warn about any entities in a particular worksheet that do not have the same name as the worksheet"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/26
"ccdhmodel Issue #25"	"Add a "Profiles: ..." to the description"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/25
"ccdhmodel Issue #24"	"Align exposure model to ECTO"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/24
"ccdhmodel Issue #22"	"Fix links to LinkML types"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/22
"ccdhmodel Issue #18"	"Add model-level metadata to the documentation"	"2021-10-01"	"2021-12-31"	67	""	https://github.com/cancerDHC/ccdhmodel/issues/18
"ccdhmodel Issue #17"	"Add support for models in Excel sheets as well"	""	""	0	""	https://github.com/cancerDHC/ccdhmodel/issues/17
"ccdhmodel Issue #16"	"Add GitHub Actions for generating the CRDC-H model in LinkML from the Google Sheets"	"2021-10-01"	"2021-12-31"	0	"ccdhmodel Issue #15"	https://github.com/cancerDHC/ccdhmodel/issues/16
"ccdhmodel Issue #15"	"Add support for displaying multiple versions of the documentation on Github Pages"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/15
"ccdhmodel Issue #114"	"Change model documentation to use codeable concepts instead of enums"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/114
"ccdhmodel Issue #113"	"Remove `examples-for-discussion` folder and create a separate repo for it."	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/113
"ccdhmodel Issue #107"	"Does the model's Google sheet really require authentication?"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/107
"ccdhmodel Issue #106"	"Replace top-level logger with per-class loggers"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/106
"ccdhmodel Issue #105"	"Proposals for reorganizing `ccdhmodel` repository"	"2021-10-01"	"2021-12-31"	0	"ccdhmodel Issue #113, ccdhmodel Issue #95, ccdhmodel Issue #100"	https://github.com/cancerDHC/ccdhmodel/issues/105
"ccdhmodel Issue #103"	"Clarify documentation relating to use of multiple virtual environments and tox"	"2021-07-01"	"2021-09-30"	0	"ccdhmodel Issue #99, ccdhmodel Issue #12, ccdhmodel Issue #100"	https://github.com/cancerDHC/ccdhmodel/issues/103
"ccdhmodel Issue #102"	"Add tests for ensuring that the generated JSON Schema is valid"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/102
"ccdhmodel Issue #101"	"Add tests for ensuring that the generated LinkML schema in YAML is valid"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/101
"ccdhmodel Issue #100"	"Separate sheet2linkml into its own repository"	"2021-10-01"	"2021-12-31"	0	"ccdhmodel Issue #12, ccdhmodel Issue #8, ccdhmodel Issue #95"	https://github.com/cancerDHC/ccdhmodel/issues/100
"ccdhmodel Issue #99"	"Add GitHub Actions for testing "	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/99
"ccdhmodel Issue #98"	"Update README regarding generation of model from Google Sheet"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/98
"ccdhmodel Issue #95"	"Organization of  `generators/google-sheets` in the repo"	"2021-10-01"	"2021-12-31"	100	"ccdhmodel Issue #68, ccdhmodel Issue #12"	https://github.com/cancerDHC/ccdhmodel/issues/95
"ccdhmodel Issue #94"	"Record version number of external codesets"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/94
"ccdhmodel Issue #93"	"Ubuntu versioning syntax over semantic versioning"	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/93
"ccdhmodel Issue #92"	"Update AUTHORS"	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/92
"ccdhmodel Issue #91"	"Python version"	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/91
"ccdhmodel Issue #90"	"refactor MAINTAINERS.md"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/90
"ccdhmodel Issue #88"	"JSON Scheme for tag 10.3.2 has "required" entries that are a single empty string in the enum instead of actual field names"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/88
"ccdhmodel Issue #87"	"Clean up tags generated during PR #75"	"2021-07-01"	"2021-09-30"	100	"ccdhmodel Issue #75, ccdhmodel Issue #75, ccdhmodel Issue #75"	https://github.com/cancerDHC/ccdhmodel/issues/87
"ccdhmodel Issue #86"	"Can we switch to "$defs" instead of "definitions", and all the $ref be updated accordingly, for the generated JSON Schema?"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/86
"ccdhmodel Issue #85"	"JSON Schema enums should have at least 1 item"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/85
"ccdhmodel Issue #84"	"reintegrate regenerate-from-googlesheets with template-based PyPI publishing"	"2021-10-01"	"2021-12-31"	100	"ccdhmodel Issue #75, ccdhmodel Issue #75"	https://github.com/cancerDHC/ccdhmodel/issues/84
"ccdhmodel Issue #82"	"make pypi only seems to use 0.0.0 tag"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/82
"ccdhmodel Issue #77"	"make regen-google-sheets in rename-to-crdch: dct[prop] "'function' object is not subscriptable""	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/77
"ccdhmodel Issue #76"	"Quantity.valueDecimal is "string" in the JSON Schema instead of "number""	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/76
"ccdhmodel Issue #74"	"Incorporate DST Recommended Metadata Elements into CRDCH"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/74
"ccdhmodel Issue #73"	"Align and integrate models and make a new release with extra metadata elements from DST report. "	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/73
"ccdhmodel Issue #72"	"typo in model"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/72
"ccdhmodel Issue #71"	"Incorporate CRDC Data Standards Team (DST) minimum metadata elements into CRDCH"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/71
"ccdhmodel Issue #70"	"Make configuration clearer in the generators/google-sheets/README.md file"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/70
"ccdhmodel Issue #69"	"Get the ccdhmodel python code into PyPI as a package"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/69
"ccdhmodel Issue #67"	"Provide example instance data in the CRDCH model documentation"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/67
"ccdhmodel Issue #64"	"problem with generated OWL file"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/64
"ccdhmodel Issue #63"	"Add a LICENSE file to this repository"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/63
"ccdhmodel Issue #62"	"Rename Diagnosis.dimensional_measure"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/62
"ccdhmodel Issue #61"	"Finalize IRI identifiers for CRDC-H model as well as nodes"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/61
"ccdhmodel Issue #60"	"Finalize short name for the CRDC-H model"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/60
"ccdhmodel Issue #59"	"Add example data to the CCDH Model repository"	"2021-07-01"	"2021-09-30"	0	"ccdhmodel Issue #7"	https://github.com/cancerDHC/ccdhmodel/issues/59
"ccdhmodel Issue #58"	"Update google-sheets to support Google API authentication via environmental variable"	"2021-10-01"	"2021-12-31"	0	"ccdhmodel Issue #16"	https://github.com/cancerDHC/ccdhmodel/issues/58
"ccdhmodel Issue #55"	"Submit CCDH model to LinkML registry"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/55
"ccdhmodel Issue #54"	"Update Makefile `gh-deploy` to depend on gen-docs or something like that"	"2021-10-01"	"2021-12-31"	100	""	https://github.com/cancerDHC/ccdhmodel/issues/54
"ccdhmodel Issue #52"	"Add CI code style standardization with Black via GitHub Actions"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/52
"ccdhmodel Issue #47"	"Figure out the best way to display "Referenced by class" listings"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/47
"ccdhmodel Issue #46"	"Develop a workflow for connecting the terminology and model generation systems"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/46
"ccdhmodel Issue #45"	"Split improvement-branch into PRs for review"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/45
"ccdhmodel Issue #42"	"We need to enable search within the CRDC-H documentation site"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/42
"ccdhmodel Issue #41"	"Misc documentation site questions and requests"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/41
"ccdhmodel Issue #40"	"Allow users to access the Python Data Classes directly"	"2021-07-01"	"2021-09-30"	0	"ccdhmodel Issue #7"	https://github.com/cancerDHC/ccdhmodel/issues/40
"ccdhmodel Issue #39"	"Add comments to entity pages"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/39
"ccdhmodel Issue #38"	"Remove empty values from lists"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/38
"ccdhmodel Issue #32"	"Rendering issues in the CCDH model documentation"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/32
"ccdhmodel Issue #28"	"Add content to 'home' page at /ccdhmodel/v0.2/home/"	""	""	100	""	https://github.com/cancerDHC/ccdhmodel/issues/28
"ccdhmodel Issue #26"	"Add a check to warn about any entities in a particular worksheet that do not have the same name as the worksheet"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/26
"ccdhmodel Issue #25"	"Add a "Profiles: ..." to the description"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/25
"ccdhmodel Issue #24"	"Align exposure model to ECTO"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/24
"ccdhmodel Issue #22"	"Fix links to LinkML types"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/ccdhmodel/issues/22
